id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1060,59.742434,RL,174,15132.12751,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,1995.070831,1996.064391,Gable,CompShg,VinylSd,VinylSd,BrkFace,505.156473,Gd,TA,PConc,Gd,TA,No,GLQ,684.563433,Unf,0,780.48228,1465.045713,GasA,Ex,Y,SBrkr,1493.110104,1295.603363,0,2788.713467,0.993561,0,2,0.993561,3.993561,1,Ex,9,Typ,1,TA,Attchd,1995,Fin,3,810.547327,TA,TA,Y,2.028329,145.349647,200.699294,0,0,0,NA,NA,NA,0,7,2008.987122,WD,Normal,402948.4869
1061,58.293606,RL,107,13956.69618,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9.04266,5,2008,2008.95734,Hip,CompShg,VinylSd,VinylSd,Stone,414.444192,Ex,TA,PConc,Ex,TA,Gd,Unf,75.379969,Unf,22.993663,1693.643775,1792.017407,GasA,Ex,Y,SBrkr,1762.496785,1041.586075,0,2804.08286,0.04266,0,2.95734,0.95734,3.91468,1,Ex,11.91468,Typ,1.04266,Gd,BuiltIn,2009,RFn,3,1005.15437,TA,TA,Y,49.781687,165.819334,0,0,191.061483,0,NA,NA,NA,0,1.12798,2009,New,Partial,581741.3822
1062,59.42933,RL,77,10003.90544,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2005.800265,2006.800265,Hip,CompShg,VinylSd,VinylSd,Stone,335.149304,Gd,TA,PConc,Ex,TA,Gd,GLQ,1151.155607,Unf,0,339.582945,1490.738552,GasA,Ex,Y,SBrkr,1491.138021,1342.568681,0,2833.706702,1,0,3,0,4,1,Gd,10.985733,Typ,1,TA,BuiltIn,2006,RFn,2.985733,1044.781022,TA,TA,Y,126.983079,143.015594,4.151625,0,0,0,NA,NA,NA,0,4.014267,2007,New,Partial,424943.1884
1063,60,RL,105,19156.41746,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9.68883,5.68883,1998.356378,1999.356378,Gambrel,Tar&Grv,Plywood,MetalSd,None,937.867272,Ex,TA,PConc,Ex,TA,Gd,LwQ,1002.24783,Unf,0,1220.821558,2223.069388,GasA,Ex,Y,SBrkr,2223.069388,1628.042817,0,3851.112204,0,0.68883,3,1,4,1,Ex,10.62234,Typ,1.68883,Fa,Basment,1999,NA,3,890.499937,TA,TA,Y,279.313941,87.340385,0,0,59.744616,0,NA,NA,NA,0,1,2007.62234,Oth,Normal,701457.9329
1064,27.52452,RL,110,14124.79521,Pave,NA,IR3,Lvl,AllPub,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,2.5Fin,8.188113,5,2005.435661,2005.623774,Hip,CompShg,VinylSd,VinylSd,BrkFace,429.364655,Gd,TA,PConc,Gd,TA,Av,Rec,191.122801,Unf,0,1675.592183,1866.714984,GasA,Gd,Y,SBrkr,1897.56669,206.17184,0,2103.73853,0.188113,0,2,0.188113,3,1,Gd,9.188113,Typ,1.188113,Gd,Attchd,2005,Fin,3,863.208904,TA,TA,Y,330.989604,36.534915,0,0,0,0,NA,NA,NA,0,6.247548,2007.188113,New,Partial,398291.9774
1065,60,RL,43,36317.28392,Pave,NA,IR2,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,6.346811,1994.326594,2002.060652,Gambrel,CompShg,VinylSd,VinylSd,BrkFace,520.814926,Gd,TA,PConc,Gd,NA,No,GLQ,1141.528657,Rec,121.213033,311.717068,1574.458759,GasA,Ex,Y,SBrkr,1621.987525,939.014089,0,2561.001614,1,0,2,1,4,1,Fa,8.326594,Typ,1,TA,Attchd,1994,NA,3,743.332832,TA,TA,Y,348.150767,98.861598,65.972041,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,402326.5943
1066,60,RL,67,14706.01476,Pave,NA,IR1,Lvl,AllPub,FR3,Gtl,OldTown,Norm,Norm,1Fam,2Story,9.191142,5,2007.617717,2007.617717,Hip,CompShg,VinylSd,VinylSd,Stone,413.841027,Ex,TA,PConc,Ex,TA,Av,LwQ,1075.781696,Unf,0,368.190358,1443.972054,GasA,Ex,Y,SBrkr,1466.442921,1290.901926,0,2757.344847,0.808858,0,2.191142,1,3,1,Ex,10.808858,Typ,1,Gd,Attchd,2008,Fin,3,816.522277,TA,TA,Y,138.615344,53.384656,7.072239,0,0,0,NA,NA,NA,0,10.808858,2007.617717,New,Partial,444831.0698
1067,34.039904,RL,122,14546.1098,Pave,NA,IR3,Lvl,AllPub,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,2.5Fin,8,5,2002.139027,2002.490024,Gambrel,CompShg,VinylSd,VinylSd,BrkFace,420.980684,Gd,TA,PConc,Gd,TA,Gd,Rec,241.837338,Unf,0,1527.140803,1768.978141,GasA,Fa,Y,SBrkr,1803.468165,457.700854,0,2261.169019,0.350998,0,2,0.350998,3.350998,1,Fa,9,Typ,1,NA,Attchd,2002,Fin,3,865.165205,TA,TA,Y,204.43576,80.450756,70.901513,0,0,0,NA,NA,NA,0,7,2007.701995,Oth,Partial,397807.9807
1068,60,RL,34,43743.23606,Pave,NA,IR2,HLS,AllPub,FR2,Mod,Somerst,Norm,Norm,1Fam,2Story,8.246403,5,2004.232015,2004.478418,Hip,CompShg,HdBoard,Wd Shng,BrkFace,558.893854,Ex,TA,PConc,Gd,TA,Gd,BLQ,1067.093284,Unf,0,603.604572,1670.697856,GasA,Ex,Y,SBrkr,1700.841734,1465.552073,0,3166.393807,0.753597,0,3,1,4,1,Ex,12,Mod,1,Gd,BuiltIn,2004,Fin,3,885.106146,TA,TA,Y,391.872225,69.018008,0,0,205.564745,0,NA,NA,NA,0,4.767985,2009.753597,WD,Normal,549071.6282
1069,27.808335,RL,116,14404.03004,Pave,NA,IR3,Lvl,AllPub,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,2.5Fin,8,5,2003.852708,2004.047916,Hip,CompShg,VinylSd,VinylSd,BrkFace,400.572297,Gd,TA,PConc,Gd,TA,Gd,Rec,134.49857,Unf,0,1708.16787,1842.666439,GasA,Gd,Y,SBrkr,1878.714355,254.55172,0,2133.266075,0.195208,0,2,0.195208,3.195208,1,Gd,9,Typ,1,NA,Attchd,2004,Fin,3,878.407288,TA,TA,Y,253.509362,64.716046,39.432092,0,0,0,NA,NA,NA,0,7,2007.390417,New,Partial,396561.667
1070,60,RL,108,14365.92744,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8.988011,5,2007.940054,2008.928065,Hip,CompShg,VinylSd,VinylSd,Stone,426.146063,Ex,TA,PConc,Ex,TA,Gd,Unf,16.976681,Unf,0,1716.016228,1732.992909,GasA,Ex,Y,SBrkr,1733.472476,1094.00658,0,2827.479056,0.011989,0,3,1,4,1,Ex,12,Typ,1,Gd,BuiltIn,2009,RFn,3,1017.853937,TA,TA,Y,57.407121,168.39345,0,0,192.215805,0,NA,NA,NA,0,1.059946,2009.011989,New,Partial,582394.2901
1071,60,RL,116,31858.64502,Pave,NA,IR2,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9.821603,5,1997.319156,1998.319156,Hip,CompShg,MetalSd,ImStucc,BrkFace,1207.809655,Gd,Gd,PConc,Ex,TA,Gd,LwQ,1139.563933,Unf,0,755.470336,1895.034269,GasA,Ex,Y,SBrkr,1813.695531,1669.695216,0,3483.390747,0.821603,0,3,1,4,1,Gd,10.356793,Typ,1,Po,Attchd,1997,Fin,3,844.998473,TA,TA,Y,305.875454,92.769279,0,0,34.252145,0,NA,NA,NA,0,5.92962,2006.53519,WD,Normal,617495.3907
1072,60,RL,49,42813.49553,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,6.759912,1994.120044,2003.919604,Hip,CompShg,VinylSd,VinylSd,BrkFace,525.359032,Gd,TA,PConc,Gd,Gd,No,GLQ,1280.330419,Rec,158.392076,170.230154,1608.952649,GasA,Ex,Y,SBrkr,1662.471372,827.063859,0,2489.535231,1,0,2,1,4,1,Gd,8.120044,Typ,1,TA,Attchd,1994,RFn,3,722.884358,TA,TA,Y,454.937242,84.403081,24.248892,0,0,0,NA,NA,NA,0,7,2009,WD,Normal,402120.044
1073,35.783046,RL,106,14823.35274,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2.5Fin,9.605424,5,2008,2008.394576,Hip,CompShg,VinylSd,VinylSd,Stone,288.385055,Ex,TA,PConc,Ex,TA,Gd,NA,1069.78396,GLQ,326.32346,1161.269029,2557.376449,GasA,Ex,Y,SBrkr,2138.423138,429.298841,0,2567.721979,0.605424,0,2.394576,0.394576,2.789152,1,Ex,10.789152,Typ,1.605424,Gd,Basment,2008,NA,3,809.312497,TA,TA,Y,20.517959,110.668462,0,0,178.680675,0,NA,NA,NA,0,2.816272,2009,Oth,Normal,566021.6953
1074,55.396011,RL,41,49121.80826,Pave,NA,IR2,HLS,AllPub,CulDSac,Mod,Somerst,Norm,Norm,1Fam,2Story,8.230199,5,2003.575499,2003.575499,Hip,CompShg,HdBoard,Wd Shng,BrkFace,556.614812,Ex,TA,PConc,Gd,TA,Gd,ALQ,1456.400003,Rec,62.038751,297.765246,1816.204,GasA,Ex,Y,SBrkr,1771.951003,1406.106541,0,3178.057543,1,0,2.8849,0.8849,3.769801,1,Ex,11.769801,Mod,1.1151,Gd,BuiltIn,2004,Fin,3,821.548147,TA,TA,Y,445.104839,40.14359,0,0,205.396011,0,NA,NA,NA,0,5.769801,2009.8849,WD,Normal,539956.6953
1075,60,RL,122,24328.78957,Pave,NA,IR3,Low,AllPub,FR3,Gtl,SWISU,Norm,Norm,1Fam,2Story,8.736506,5,2006.68253,2007.419036,Hip,CompShg,Stone,Wd Sdng,None,471.165434,Ex,TA,PConc,Fa,TA,Gd,NA,373.107567,Unf,0,1338.758934,1711.8665,GasA,Ex,Y,SBrkr,1722.406262,1220.010516,0,2942.416778,0.263494,0,3,1,4,1,Ex,12,Sev,1,Gd,BuiltIn,2007,NA,3,972.834566,TA,TA,Y,170.835814,134.691798,0,0,196.742893,0,NA,NA,NA,0,2.31747,2009.263494,Oth,Partial,571093.4221
1076,59.978256,RL,47,53483.30393,Pave,NA,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,8.001087,5,2003.002718,2003.002718,Hip,CompShg,CemntBd,Wd Shng,BrkFace,602.780934,Ex,TA,PConc,Gd,TA,Gd,ALQ,1416.1908,Unf,0.292995,234.301148,1650.784943,GasA,Ex,Y,SBrkr,1690.387035,1588.136237,0,3278.523272,1,0,2.999456,0.999456,3.998913,1,Ex,11.998913,Mod,1.000544,Gd,BuiltIn,2003,Fin,3,840.908133,TA,TA,Y,502.726575,36.019569,0,0,209.978256,0,NA,NA,NA,0,5.998913,2009.999456,WD,Normal,538009.241
1077,43.785661,RL,86,11070.41254,Pave,NA,IR3,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,8,5,2000.324981,2001.324981,Hip,CompShg,Plywood,Other,Stone,202.178122,Gd,TA,PConc,Fa,TA,Mn,GLQ,1182.834036,Unf,0,986.057544,2168.891579,GasA,Ex,Y,SBrkr,2180.241616,809.90177,0,2990.143386,1,0,3,0,4,1,Gd,10.594642,Typ,1,Po,Basment,2000,RFn,2.594642,846.888616,TA,TA,Y,181.344827,116.030266,117.959313,0,0,0,NA,NA,NA,0,4.405358,2007,Oth,Partial,426949.4889
1078,60,RL,168,35639.50375,Pave,NA,IR3,Low,AllPub,FR2,Mod,Sawyer,Norm,Norm,1Fam,2Story,8.450976,5,2005.254878,2005.705854,Hip,CompShg,Plywood,Wd Sdng,None,522.275368,Ex,TA,PConc,Fa,TA,Gd,LwQ,777.418557,Unf,0,910.463393,1687.88195,GasA,Ex,Y,SBrkr,1709.842926,1363.061227,0,3072.904153,0.549024,0,3,1,4,1,Ex,12,Sev,1,Gd,BuiltIn,2006,NA,3,921.724632,TA,TA,Y,299.610007,96.43073,0,0,201.882439,0,NA,NA,NA,0,3.745122,2009.549024,Oth,Normal,558263.6864
1079,42.651533,RL,106,14558.91599,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2.5Unf,9.433712,5,2008,2008.566288,Hip,CompShg,VinylSd,VinylSd,Stone,326.848583,Ex,TA,PConc,Ex,TA,Gd,NA,766.36854,LwQ,233.770596,1323.70875,2323.847886,GasA,Ex,Y,SBrkr,2023.719403,616.121691,0,2639.841094,0.433712,0,2.566288,0.566288,3.132577,1,Ex,11.132577,Typ,1.433712,Gd,Basment,2009,NA,3,869.068335,TA,TA,Y,29.446993,127.496255,0,0,182.458343,0,NA,NA,NA,0,2.301135,2009,Oth,Partial,570818.1316
1080,52.802215,RL,73,14309.55646,Pave,NA,IR2,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2.5Unf,9.179945,5,2006.740388,2006.920332,Hip,CompShg,VinylSd,VinylSd,Stone,346.635803,Ex,TA,PConc,Ex,TA,Av,GLQ,1321.362658,Unf,0,343.151949,1664.514607,GasA,Ex,Y,SBrkr,1684.195936,1014.408494,0,2698.60443,1,0,2,1,2.820055,1,Ex,10.460166,Typ,1.179945,Gd,Attchd,2007,Fin,3,848.28299,TA,TA,Y,159.82959,79.315903,0,0,0,0,NA,NA,NA,0,9.560443,2007.820055,New,Partial,449902.8994
1081,60,RL,137,14613.88178,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8.361461,5,1997.891687,1998.891687,Gable,CompShg,VinylSd,VinylSd,BrkFace,563.110813,Gd,TA,PConc,Fa,TA,NA,GLQ,807.197695,Unf,0,694.562998,1501.760692,GasA,Ex,Y,SBrkr,1519.639789,1228.816145,0,2748.455934,1,0,2,1,3.638539,1,Ex,9.361461,Typ,1.361461,Po,Basment,1998,Fin,3,779.637289,TA,TA,Y,144.584336,93.226717,128.98491,0,0,0,NA,NA,NA,0,5.554157,2008.638539,WD,Normal,406433.878
1082,60,RL,115,29658.92594,Pave,NA,IR2,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9.721017,5,1998.626776,1999.626776,Hip,CompShg,MetalSd,MetalSd,None,1111.850443,Fa,Po,PConc,Ex,TA,Gd,LwQ,1000.050907,Unf,0,875.268472,1875.319378,GasA,Ex,Y,SBrkr,1803.938672,1598.480203,0,3402.418875,0.721017,0,3,1,4,1,Fa,10.557966,Typ,1,Po,Basment,1999,NA,3,866.423329,TA,TA,Y,274.794326,102.22438,0,0,53.564691,0,NA,NA,NA,0,5.326103,2006.836948,Oth,Normal,613264.0321
1083,28.473684,RL,92,12901.72369,Pave,NA,IR1,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,1Fam,2.5Fin,8.423684,5,1994.96579,1995.753947,Hip,CompShg,CemntBd,HdBoard,None,218.409212,Gd,TA,PConc,Gd,TA,NA,LwQ,970.222366,Unf,0,1850.580262,2820.802628,GasA,Ex,Y,SBrkr,2846.260523,321.788161,0,3168.048684,0.788158,0,3,0.211842,3.788158,1,Gd,10,Typ,1,Gd,Attchd,1995,RFn,2.211842,566.125,TA,TA,Y,248.747368,59.111842,237.192105,0,0,0,NA,NA,NA,0,6.059211,2006.788158,WD,Normal,431859.9737
1084,62.632695,RL,71,16352.45505,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9.175513,5.702052,1987.640492,2005.367305,Hip,Membran,VinylSd,VinylSd,Stone,220.962515,Ex,TA,PConc,Fa,TA,Av,LwQ,1096.567706,Unf,0,294.880308,1391.448014,GasA,Ex,Y,SBrkr,1483.371546,1286.319154,100.393438,2870.084137,0.824487,0,2,1,3.175513,1,Ex,11.175513,Typ,1.175513,NA,Basment,2005,NA,3,854.840766,Po,TA,Y,103.885362,100.049523,0,0,71.960331,0,NA,MnWw,NA,0,10.122435,2007.648974,New,Partial,451305.0682
1085,24.043402,RL,96,12920.04789,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,8.101085,5,1993.617361,1994.516276,Hip,CompShg,CemntBd,CmentBd,None,27.090795,Gd,TA,PConc,Gd,TA,No,GLQ,1241.007421,Unf,0,1782.295901,3023.303322,GasA,Ex,Y,SBrkr,3050.898981,125.042215,0,3175.941196,1,0,2.898915,0.101085,3.898915,1,Gd,10.101085,Typ,1,Gd,Attchd,1994,RFn,2.101085,577.538538,TA,TA,Y,250.050262,74.090234,261.584249,0,0,0,NA,NA,NA,0,5.60651,2007.101085,WD,Normal,431643.7441
1086,60,RL,104,20579.66752,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9.875022,5.875022,1995.749693,1996.749693,Gable,WdShake,MetalSd,ImStucc,BrkFace,1076.766349,Ex,TA,PConc,Ex,TA,Gd,GLQ,1273.156887,Unf,0,1082.108673,2355.26556,GasA,Ex,Y,SBrkr,2355.26556,1774.017182,0,4129.282742,0,0.875022,3,1,4,1,Ex,10.249956,Typ,1.875022,Ex,Attchd,1996,Fin,3,855.49588,TA,TA,Y,340.757232,64.99737,0,0,23.995792,0,NA,NA,NA,0,1,2007.249956,WD,Normal,733495.3959
1087,53.529086,RL,71,13521.84487,Pave,NA,IR2,HLS,AllPub,CulDSac,Gtl,Somerst,Norm,Norm,1Fam,2Story,9.676454,5,2003.73518,2003.896953,Hip,CompShg,Stucco,Stucco,BrkFace,864.212182,Ex,TA,PConc,Ex,TA,Gd,Rec,199.142389,Unf,0,1500.431028,1699.573418,GasA,Ex,Y,SBrkr,1717.514692,1273.267027,0,2990.781719,0.161773,0,3,0.838227,3.161773,1,Gd,10,Typ,1,Gd,BuiltIn,2004,Fin,2.838227,625.631578,TA,TA,Y,203.647646,12.132964,78.090306,0,0,0,NA,NA,NA,0,9.191136,2006.161773,New,Partial,437359.6343
1088,42.313103,RL,95,16085.75155,Pave,NA,IR3,Lvl,AllPub,Inside,Gtl,NridgHt,Feedr,Norm,1Fam,1Story,10,6.622771,1956.779488,1998.348765,Gambrel,Metal,VinylSd,VinylSd,BrkFace,418.986594,Fa,Po,CBlock,Gd,TA,Gd,NA,761.901862,Unf,0,1252.010963,2013.912825,GasA,Ex,Y,SBrkr,2180.652556,615.841633,232.056267,3028.550456,0.594307,0,2,1,2.811386,1,Ex,9.622771,Typ,2,NA,BuiltIn,1998,RFn,3,818.60494,NA,TA,Y,186.612469,188.683133,0,0,166.334038,0,NA,MnPrv,NA,0,4.217078,2006.594307,WD,Normal,469948.3886
1089,60,RL,116,34240.31063,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9.930509,5,1995.903377,1996.903377,Hip,CompShg,HdBoard,HdBoard,BrkFace,1311.705992,Gd,Gd,PConc,Ex,TA,Gd,GLQ,1290.616573,Unf,0,625.763274,1916.379847,GasA,Ex,Y,SBrkr,1824.259414,1746.800673,0,3571.060088,0.930509,0,3,1,4,1,Gd,10.138981,Typ,1,TA,Attchd,1996,Fin,3,821.801492,TA,TA,Y,339.527413,82.532114,0,0,13.34219,0,NA,NA,NA,0,6.583057,2006.208472,WD,Normal,622076.74
1090,31.709268,RL,120,14492.97132,Pave,NA,IR3,Lvl,AllPub,CulDSac,Gtl,NridgHt,Norm,Norm,1Fam,2.5Fin,8,5,2002.779951,2003.072683,Gambrel,CompShg,VinylSd,VinylSd,BrkFace,413.347854,Gd,TA,PConc,Gd,TA,Gd,Rec,201.692148,Unf,0,1594.845753,1796.537901,GasA,Fa,Y,SBrkr,1831.610584,381.72215,0,2213.332734,0.292732,0,2,0.292732,3.292732,1,Fa,9,Typ,1,NA,Attchd,2003,Fin,3,870.117805,TA,TA,Y,222.789511,74.565903,59.131805,0,0,0,NA,NA,NA,0,7,2007.585463,Oth,Partial,397341.8537
1091,53.997775,RL,66,10637.99943,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,8.150056,5,2006,2007,Hip,CompShg,Stucco,Stucco,Stone,336.24861,Gd,TA,PConc,Ex,TA,Gd,LwQ,977.436043,Unf,0,586.850384,1564.286427,GasA,Ex,Y,SBrkr,1564.286427,1157.624253,0,2721.910681,0.849944,0,2.849944,0.150056,3.849944,1,Gd,10.549833,Typ,1,Po,BuiltIn,2006,RFn,3,1003.982203,TA,TA,Y,124.849944,137.097442,0,0,21.307897,0,NA,NA,NA,0,4.150056,2007,New,Partial,423433.6677
1092,62.21448,RL,70,16129.35101,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9.147632,5.590528,1990.874692,2005.78552,Hip,Membran,VinylSd,VinylSd,Stone,228.434632,Ex,TA,PConc,Fa,TA,Av,LwQ,1133.649482,Unf,0,267.417489,1401.066971,GasA,Ex,Y,SBrkr,1482.200543,1278.484583,84.445486,2845.130612,0.852368,0,2,1,3.147632,1,Ex,11.147632,Typ,1.147632,Gd,Basment,2006,Fin,3,855.342625,Po,TA,Y,107.398372,94.640602,0,0,60.529107,0,NA,MnWw,NA,0,10.26184,2007.704736,New,Partial,450503.7951
1093,60,RL,107,25480.45653,Pave,NA,IR1,Lvl,AllPub,Corner,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5.722639,1994.277361,1995.277361,Gambrel,Tar&Grv,HdBoard,HdBoard,BrkFace,1227.691034,Fa,Po,PConc,Ex,TA,Gd,GLQ,1436.13947,Unf,0,865.29711,2301.43658,GasA,Ex,Y,SBrkr,2273.977866,1850.920584,0,4124.89845,0.277361,0.722639,3,1,4,1,Fa,10,Typ,1.722639,Fa,Attchd,1994,Fin,3,825.065981,TA,TA,Y,376.175424,57.211379,0,0,0,0,NA,NA,NA,0,2.664164,2006.722639,WD,Normal,718943.1038
1094,60,RL,110,21103.82654,Pave,NA,IR3,Lvl,AllPub,FR3,Gtl,NridgHt,Norm,Norm,1Fam,2Story,9.32982,5,2003.712344,2004.712344,Hip,CompShg,Stone,Stone,None,738.647973,Fa,Po,PConc,Ex,TA,Gd,Rec,457.459893,Unf,0,1341.184764,1798.644657,GasA,Ex,Y,SBrkr,1765.992509,1321.512332,0,3087.504841,0.32982,0,3,1,4,1,Fa,11.340361,Typ,1,NA,Basment,2004,NA,3,949.748409,TA,TA,Y,153.914281,138.99695,0,0,128.674622,0,NA,NA,NA,0,2.978918,2008.010541,Oth,Partial,596807.5244
1095,60,RL,91,11798.97552,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,1Fam,2Story,9.461918,5,2006.730959,2007.730959,Gambrel,CompShg,VinylSd,VinylSd,Stone,290.294805,Fa,TA,PConc,Ex,TA,Av,GLQ,1245.024638,Unf,0,378.862453,1623.887091,GasA,Ex,Y,SBrkr,1667.744617,797.69984,0,2465.444457,1,0,2.269041,0.730959,3.269041,1,Fa,9.538082,Typ,1,Fa,BuiltIn,2007,NA,3,901.422496,TA,TA,Y,176.898072,136.690412,0,0,0,0,NA,NA,NA,0,6.923835,2007.730959,New,Partial,425695.9834
1096,43.220751,RL,80,14001.65038,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,2.5Unf,8.580519,5,2001.288301,2001.707782,Hip,CompShg,Plywood,Other,Stone,155.579035,Fa,TA,PConc,Fa,TA,Mn,GLQ,1288.47136,Unf,0,896.781801,2185.253161,GasA,Ex,Y,SBrkr,2210.931086,718.101739,0,2929.032825,1,0,2.419481,0.580519,3.419481,1,Fa,10.580519,Typ,1,Gd,Attchd,2001,NA,2.580519,727.121861,TA,TA,Y,183.888407,69.775331,122.069033,0,0,0,NA,NA,NA,0,8.483113,2007.580519,Oth,Partial,439439.816
1097,31.270898,RL,98,13766.88859,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,1Story,10,5.819702,1978.663129,2000.155671,Hip,Membran,VinylSd,VinylSd,BrkFace,560.52758,Ex,TA,PConc,Fa,TA,Gd,LwQ,1019.285613,Unf,0,1300.998198,2320.28381,GasA,Ex,Y,SBrkr,2404.508158,311.076786,117.21734,2832.802284,0.795075,0,2,1,2.409851,1,Ex,8.819702,Typ,2,NA,Basment,1999,RFn,3,811.377315,Po,TA,Y,249.653418,164.59105,0,0,84.019422,0,NA,MnWw,NA,0,3.614776,2006.795075,WD,Normal,468241.8661
1098,60,RL,105,20257.69827,Pave,NA,IR2,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,9.832901,5.832901,1996.33938,1997.33938,Gable,WdShake,MetalSd,ImStucc,BrkFace,1045.344441,Ex,TA,PConc,Ex,TA,Gd,LwQ,1211.87153,Unf,0,1113.488461,2325.359991,GasA,Ex,Y,SBrkr,2325.359991,1740.994694,0,4066.354685,0,0.832901,3,1,4,1,Ex,10.334197,Typ,1.832901,Ex,Attchd,1997,Fin,3,863.414538,TA,TA,Y,326.85746,70.051833,0,0,32.082932,0,NA,NA,NA,0,1,2007.334197,WD,Normal,726247.8444
1099,53.962627,RL,115,32691.65617,Pave,NA,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,10,5,1996.962146,1997.811212,Hip,CompShg,MetalSd,ImStucc,BrkFace,1200.199369,Gd,Gd,PConc,Ex,TA,Gd,GLQ,1444.355042,Rec,81.353599,579.978909,2105.687551,GasA,Ex,Y,SBrkr,1917.183498,1524.921958,0,3442.105456,1,0,2.849066,0.849066,3.698131,1,Gd,10,Typ,1.150934,TA,Attchd,1997,Fin,3,786.623867,TA,TA,Y,306.51271,75.396263,0,0,25.658835,0,NA,NA,NA,0,6.547197,2006.452803,WD,Normal,614434.5975
1100,41.905649,RL,24,31949.31263,Pave,NA,IR3,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2.5Unf,8,6.095282,1999.428305,2005.452359,Hip,CompShg,VinylSd,VinylSd,BrkFace,458.789106,Gd,TA,PConc,Gd,NA,Mn,NA,745.339693,Rec,98.575419,923.506677,1767.421788,GasA,Fa,Y,SBrkr,1815.826971,417.302605,0,2233.129577,0.547641,0,2,0.547641,3.547641,1,Gd,8.452359,Typ,1,Po,Attchd,1999,NA,3,794.234017,TA,TA,Y,425.623525,61.976878,0,0,0,0,NA,NA,NA,0,7,2008.095282,Oth,Normal,398833.4885
